Date of Interview,Client name,Industry,Location,Position to be closed,Nature of Skillset,Interview Type,Name(Cand ID),Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,Have you obtained the necessary permission to start at the required time,Hope there will be no unscheduled meetings,Can I Call you three hours before the interview and follow up on your attendance for the interview,Can I have an alternative number/ desk number. I assure you that I will not trouble you too much,Have you taken a printout of your updated resume. Have you read the JD and understood the same,Are you clear with the venue details and the landmark.,Has the call letter been shared,Observed Attendance,Marital Status,,,,,
5/2/2015,Standard Chartered Bank,BFSI,Chennai,Routine,Java Tech Lead,Scheduled ,Candidate 989,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
5/2/2015,Standard Chartered Bank,BFSI,Chennai,Routine,Java Tech Lead,Scheduled ,Candidate 990,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
5/2/2015,Standard Chartered Bank,BFSI,Chennai,Routine,Java Tech Lead,Scheduled ,Candidate 991,Male,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
5/2/2015,Woori Bank,BFSI,Chennai,Routine,Manager,Scheduled ,Candidate 995,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 996,Male,Noida,Noida,Noida,Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 997,Male,Noida,Noida,Noida,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 998,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 999,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"Java, SQL",Scheduled ,Candidate 1001,Female,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"Java, SQL",Scheduled ,Candidate 1002,Male,Noida,Noida,Noida,Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"Java, SQL",Scheduled ,Candidate 1003,Male,Noida,Noida,Noida,Noida,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1004,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1005,Female,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1006,Male,Noida,Noida,Noida,Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1007,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1008,Female,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1009,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1010,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1011,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1012,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1013,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1014,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1016,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1019,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1021,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1022,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1023,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1024,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1027,Female,chennai,Chennai,Chennai,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,Sccm- networking,Scheduled ,Candidate 1028,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1029,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1030,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1031,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1037,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1038,Male,Chennai,Chennai,Chennai,Hyderabad,Not yet,Yes,yes,No,yes,yes,Yes,yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Production Support - SCCM,Scheduled ,Candidate 1039,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Production Support - SCCM,Scheduled ,Candidate 1040,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1041,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1042,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1044,Male,Bangalore,Bangalore,Bangalore,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1045,Male,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1046,Male,Bangalore,Bangalore,Bangalore,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,BaseSAS Program/ Reporting,Scheduled ,Candidate 1047,Male,Bangalore,Bangalore,Bangalore,Tirupati,Not yet,Yes,Yes,Yes,Yes,no,yes,Yes,Married,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1049,Male,Bangalore,Bangalore,Bangalore,Allahabad,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1051,Male,Bangalore,Bangalore,Bangalore,Salem,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1053,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1054,Male,Bangalore,Bangalore,Bangalore,Cuttack,NA,NA,NA,NA,NA,NA,NA,yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1055,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1057,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1058,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1060,Male,Bangalore,Bangalore,Bangalore,Noida,NA,NA,NA,NA,NA,NA,NA,yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1061,Male,Bangalore,Bangalore,Bangalore,Bangalore,NA,NA,NA,NA,NA,NA,NA,yes,Single,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1064,Male,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1065,Male,Bangalore,Bangalore,Bangalore,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1066,Female,Bangalore,Bangalore,Bangalore,Bangalore,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1069,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1070,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1071,Female,Chennai,Chennai,Chennai,Chandigarh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1073,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1074,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1075,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1076,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1077,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1079,Male,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1080,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1081,Male,Chennai,Chennai,Chennai,Visakapatinam,NA,NA,NA,NA,NA,NA,NA,yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1084,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1085,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1090,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1094,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1095,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1096,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1097,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1098,Female,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1099,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1103,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1104,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1106,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1107,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1110,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1111,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1112,Male,Chennai,Chennai,Chennai,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1113,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1115,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1118,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1119,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1120,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1122,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1126,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1128,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1129,Female,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1133,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1134,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1135,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1137,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1142,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1145,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1146,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1147,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1148,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1149,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1151,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1152,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1153,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1154,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1155,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1157,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1158,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1159,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1160,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
